customer_id,name,username,password,salary,raise
100966,Jeffrey Andrade,jandrade71y,12345_7,4092.79,2.250401029137983e-05
100967,Lawrence Murray,lmurray62e,12345_8,4714.68,0.016918933194675176
100968,Gerald Lewis,glewis50d,12345_6,4235.58,0.0013445159765002668
100969,Aaron Harrison,aharrison82n,12345_5,5681.04,0.00736554687325498
100970,Chris Copeland,ccopeland82s,12345_5,4176.93,0.016628073856050765
100971,John Alexander,jalexander91n,12345_4,5639.26,0.0008093607142308024
100972,Stephanie King,sking40e,12345_9,5162.25,0.007664999130859507
100973,Scott Martinez,smartinez82t,12345_5,7637.59,0.016218718624983756
100974,Joseph Harris,jharris60h,12345_6,7090.57,0.014497156663986073
100975,James Francis,jfrancis72s,12345_5,5139.98,0.014156792881298655
100976,Scott Hess,shess42t,12345_5,3786.86,0.005116331936574799
100977,Jenna Gonzalez,jgonzalez82a,12345_5,4709.93,0.0028308759151382023
100978,Rachel Morris,rmorris60l,12345_6,5903.05,0.012736503140578358
100979,Kurt Marks,kmarks51t,12345_4,6519.34,0.008441150566520393
100980,Cindy Joyce,cjoyce52y,12345_5,6557.33,0.004175738223075087
100981,David Vazquez,dvazquez72d,12345_5,7434.18,0.013651650867678998
100982,Adam Lee,alee31m,12345_4,6097.09,0.014676158535925297
100983,Michelle Reed,mreed42e,12345_8,4966.12,0.014237947444128317
100984,Sharon Acevedo,sacevedo70n,12345_6,3261.99,0.0130997020830708
100985,Nicholas Curry,ncurry52s,12345_8,5709.3,0.0160851134699043
100986,Caleb Villegas,cvillegas82b,12345_5,6759.91,0.005617518993624966
100987,Tyler Davis,tdavis52r,12345_5,6782.72,0.0073467658103582405
100988,Chloe Colon,ccolon52e,12345_5,5646.83,0.01937924705774045
100989,Patricia Wright,pwright62a,12345_8,4467.45,0.012604622029560418
100990,Allison Hunt,ahunt41n,12345_7,5438.94,0.004381549161807308
100991,Dennis Alexander,dalexander90s,12345_6,6568.06,0.009677844633884904
100992,Jennifer Cooper,jcooper62r,12345_8,3322.49,0.00236745575072254
100993,Tracy Johnson,tjohnson72y,12345_5,8165.53,0.010773600396790801
100994,Steven Hernandez,shernandez90n,12345_6,5381.52,0.019009864434628262
100995,Marcus Kelly,mkelly50s,12345_6,6764.63,0.008902492101564343
100996,Timothy Villegas,tvillegas81y,12345_7,6179.16,0.007037891636145572
100997,Melody Bush,mbush40y,12345_6,7908.98,0.001291471864323719
100998,Alexandra Maxwell,amaxwell70a,12345_9,6939.64,0.004011733055763396
100000,George Smith,gsmith50e,12345_6,2918.61,0.012516149244443974
100001,Lorraine Wilson,lwilson62e,12345_8,7174.07,0.015883599111944695
100002,Lisa Hoffman,lhoffman71a,12345_4,8751.26,0.012984770063973068
100003,Sarah Cline,scline52h,12345_5,5985.13,0.007825875598768494
100004,Travis Johnson,tjohnson70s,12345_6,5257.38,0.0035261504535145116
100005,Kristopher Cardenas,kcardenas81r,12345_10,5644.65,0.015288473342835016
100006,Brian Kelly,bkelly52n,12345_5,6031.45,0.013669563742342477
100007,Michelle Branch,mbranch62e,12345_8,5962.99,0.00030778444081978055
100008,Kristen Miller,kmiller61n,12345_7,5408.58,0.0018070066542029961
100009,Megan Meadows,mmeadows72n,12345_5,4889.32,0.013055170220060006
100010,Katherine Nelson,knelson60e,12345_9,7356.08,0.005217901735643895
100011,James Cunningham,jcunningham102s,12345_5,3823.95,0.002496691143246217
100012,Michelle Rodriguez,mrodriguez92e,12345_8,7211.86,0.018905797783091156
100013,Susan Moreno MD,smoreno62n,12345_5,7259.01,0.012866368252114974
100014,Anthony Allison,aallison71y,12345_7,6503.17,0.018023771737873825
100015,Michelle Miller,mmiller62e,12345_8,6889.17,0.006770942912982965
100016,Mark Leon,mleon41k,12345_4,5458.54,0.0018642002426631121
100017,James Turner,jturner62s,12345_5,5741.19,0.01824745276580368
100018,Gilbert James,gjames51t,12345_7,6431.15,0.01873971185775904
100019,Wayne Tanner,wtanner62e,12345_5,2616.59,0.010263411717198937
100020,William Rivera,wrivera61m,12345_7,8699.02,0.01209869334982906
100021,Heidi Kennedy,hkennedy72i,12345_5,4009.65,0.019286909951445438
100022,Jennifer Barnett,jbarnett72r,12345_8,6081.02,0.004241304746486143
100023,Carol Wright,cwright62l,12345_5,4723.6,0.000740423382662605
100024,Chad Collins,ccollins71d,12345_4,6385.25,0.0015232276035318049
100025,Tony Porter,tporter61y,12345_4,7778.65,0.01617882431719482
100026,Selena Fields,sfields60a,12345_6,5399.79,0.013078791503377436
100027,Anthony Ali,aali31y,12345_7,7416.61,0.004265945990565742
100028,Kara Mcpherson,kmcpherson91a,12345_4,5919.0,0.009852985182849867
100029,Jeffery Kelley,jkelley61y,12345_7,7728.51,0.00220000004306101
100030,Nicolas Larson,nlarson61s,12345_7,4026.25,0.015536894888480087
100031,Brianna Graham,bgraham61a,12345_7,1856.91,0.01254619352790027
100032,Antonio Taylor,ataylor61o,12345_7,3382.28,0.005093289564914707
100033,Cody Key,ckey31y,12345_4,6793.64,0.009345206317631097
100034,John Kelley,jkelley61n,12345_4,7144.37,0.001672235421025734
100035,Gloria Smith,gsmith50a,12345_6,5766.83,0.0014231568852835009
100036,Mr. Ryan Wagner,mryan40.,12345_3,9537.36,0.01794923659935316
100037,Peter Khan,pkhan42r,12345_5,1863.22,0.01795946145048498
100038,Samantha Adams,sadams52a,12345_8,3674.01,0.014064621625789997
100039,Melinda Moran,mmoran51a,12345_7,5598.52,0.012679567982521983
100040,Jose Huber,jhuber51e,12345_4,5891.17,0.017122763036053847
100041,Alexander Higgins,ahiggins70r,12345_9,3321.81,0.014502548902095309
100042,Brian Weaver,bweaver62n,12345_5,4249.58,0.012173524018571203
100043,Angela Randall,arandall70a,12345_6,10158.54,0.019554518877455917
100044,Anthony Perkins,aperkins71y,12345_7,2739.74,0.0025177268638886118
100045,Lori Rogers,lrogers61i,12345_4,2287.58,0.012992704966314222
100046,Melanie Clark,mclark51e,12345_7,5703.86,0.015606631932482146
100047,Brett Cook,bcook42t,12345_5,3635.22,0.0011504964549470698
100048,Gregory Spencer,gspencer71y,12345_7,5100.9,0.004863167496669658
100049,Matthew Mccullough,mmccullough101w,12345_7,5381.49,0.01016594508036498
100050,Brandon Collins,bcollins71n,12345_7,6094.64,0.016658066640647624
100051,Scott Lopez,slopez52t,12345_5,6049.52,0.003953230912388865
100052,Michelle Marshall,mmarshall82e,12345_8,5371.35,0.004613898395880957
100053,Bernard Vasquez,bvasquez71d,12345_7,4568.77,0.017577183332328033
100054,Teresa Parker,tparker60a,12345_6,6555.24,0.004695640041099596
100055,Ronald Wilson,rwilson60d,12345_6,3909.47,0.012442926246488
100056,Barbara Martinez,bmartinez81a,12345_7,6580.65,0.011391898773302087
100057,Linda Stephenson,lstephenson102a,12345_5,2651.73,0.016606090223999472
100058,Kevin Jones,kjones52n,12345_5,7368.14,0.0027376661216058683
100059,Courtney Schultz,cschultz72y,12345_8,4795.52,0.0010323018197956001
100060,Eric Welch,ewelch51c,12345_4,6344.94,0.012288846492435342
100061,Richard Miller,rmiller61d,12345_7,1265.33,0.006007453729084105
100062,Diana Sims,dsims42a,12345_5,6518.0,0.0026437863281916687
100063,Cory Walker,cwalker61y,12345_4,7128.01,0.012831721347577759
100064,Erika Parker,eparker62a,12345_5,8251.06,0.018199415995707895
100065,Alexandra Hamilton,ahamilton80a,12345_9,5106.71,0.014834769663787512
100066,Robert Garcia,rgarcia60t,12345_6,5784.6,0.007411680891482451
100067,Benjamin Wilson,bwilson62n,12345_8,4547.48,0.006528206237612324
100068,Mr. Chase Shelton,mchase50.,12345_3,6209.57,0.0167137729889837
100069,Angel Lewis,alewis52l,12345_5,6488.74,0.004274042290307272
100070,Melanie Newton,mnewton61e,12345_7,4482.56,0.013110826165247396
100071,Kimberly Shepherd,kshepherd82y,12345_8,5570.4,0.008538747269153341
100072,Maria Smith,msmith52a,12345_5,4534.32,0.002393069963793577
100073,Brandon Mendoza,bmendoza71n,12345_7,3452.84,0.012171116087649215
100074,Jason Anderson,janderson82n,12345_5,7529.65,0.012779728673827635
100075,Ann Ortiz,aortiz50n,12345_3,5579.21,0.012170793659324533
100076,Thomas Martin,tmartin60s,12345_6,5868.77,0.0028695362515931276
100077,Brent Weber,bweber52t,12345_5,3630.29,0.010641346627915103
100078,Michelle Thompson,mthompson82e,12345_8,5827.62,0.0027241920224742146
100079,Dana Hatfield,dhatfield81a,12345_4,5952.49,0.014527246468736444
100080,John Huff,jhuff41n,12345_4,7425.71,0.0110826916867095
100081,Jonathan Velasquez,jvelasquez92n,12345_8,7674.37,0.012158469255925414
100082,David Sandoval,dsandoval82d,12345_5,7685.0,0.011206192527211197
100083,Heather Paul,hpaul41r,12345_7,6490.93,0.016593749145430367
100084,Scott Evans PhD,sevans52t,12345_5,7436.2,0.015429956766261473
100085,Linda Johnson,ljohnson72a,12345_5,4820.74,0.0018518317737868562
100086,Amy Robinson,arobinson80y,12345_3,7871.51,0.008465113263004118
100087,Patricia Fernandez,pfernandez92a,12345_8,7877.93,0.00797494904853888
100088,Ashley Jones,ajones50y,12345_6,4660.93,0.01737068372242861
100089,Michele Robinson,mrobinson81e,12345_7,4977.57,0.015994037436940344
100090,Michael Lewis,mlewis51l,12345_7,8129.76,0.002834044754400462
100091,Joseph Liu,jliu30h,12345_6,3567.53,0.010298424841331878
100092,Christine Castillo,ccastillo80e,12345_9,7583.68,0.015106022240732271
100093,Veronica Andrews,vandrews72a,12345_8,6371.96,2.3449616390462948e-05
100094,Megan Tucker,mtucker62n,12345_5,5369.03,0.014829544668681314
100095,Tracy Sanders,tsanders72y,12345_5,3594.79,0.007203043151433433
100096,Nicholas Colon,ncolon52s,12345_8,3288.88,0.005667879626661974
100097,Kimberly Brooks,kbrooks62y,12345_8,2424.84,0.019228321833830535
100098,Melissa Allen,mallen51a,12345_7,4186.22,0.006639922296935941
100099,William Flores,wflores61m,12345_7,4558.46,0.0018242617235280157
100100,James Lopez,jlopez52s,12345_5,5969.45,0.0015533845426681059
100101,Kyle Roberts,kroberts71e,12345_4,4961.38,0.001007076177919417
100102,Tamara Fields,tfields60a,12345_6,8836.78,0.003829381939929557
100103,David Graham,dgraham62d,12345_5,11265.73,0.0014105651488165716
100104,Stacey Anderson,sanderson80y,12345_6,5123.0,0.00694230168363569
100105,Eric Banks,ebanks51c,12345_4,5774.97,0.007759438223452348
100106,Ian Fuentes,ifuentes70n,12345_3,7050.84,0.0035296922255855347
100107,Keith Galvan,kgalvan62h,12345_5,2545.83,0.014109028626267638
100108,Brent Calhoun,bcalhoun72t,12345_5,6933.46,0.00013167560903337483
100109,Janet Hoffman,jhoffman72t,12345_5,5910.79,0.019882798213704086
100110,Brandy Brown,bbrown50y,12345_6,6912.51,0.004447588828722799
100111,Michelle Johnson,mjohnson72e,12345_8,2025.62,0.014061363993053522
100112,Tasha Rojas,trojas52a,12345_5,4043.75,0.004407311738738076
100113,Lacey Bryant,lbryant62y,12345_5,8075.49,0.0023080786423216207
100114,Ryan Brooks,rbrooks61n,12345_4,4066.7,0.009765084286651684
100115,Collin Sims,csims40n,12345_6,4950.82,0.01252503206873455
100116,Jose Hopkins,jhopkins71e,12345_4,6334.9,0.0070968480243049714
100117,Daniel Gonzalez,dgonzalez80l,12345_6,4984.53,0.007688946025135033
100118,Kayla Robbins,krobbins72a,12345_5,5935.37,0.00235844734274022
100119,Diana Banks,dbanks52a,12345_5,3416.25,0.012964097493476436
100120,John Johnson,jjohnson71n,12345_4,4750.25,0.005448022595404525
100121,Alexandra Obrien,aobrien60a,12345_9,4808.77,0.014925236045031844
100122,Juan Black,jblack51n,12345_4,8621.91,0.013707079565262419
100123,Dale Fitzgerald,dfitzgerald101e,12345_4,6008.33,0.014690805166917554
100124,Andrew Hill,ahill40w,12345_6,5083.33,0.0020285857135734255
100125,Barry Smith,bsmith52y,12345_5,3290.22,0.007158451764635223
100126,Ronald Morris,rmorris60d,12345_6,5379.44,0.010073192011898149
100127,George Brown,gbrown50e,12345_6,6292.23,0.010762053937640917
100128,Edward Perry,eperry50d,12345_6,5726.51,8.992488898422302e-05
100129,Ernest Huang,ehuang50t,12345_6,10341.3,0.009720406736139584
100130,Chris Banks,cbanks52s,12345_5,5565.92,0.012908984672802909
100131,Heather Wilkins,hwilkins71r,12345_7,6015.5,0.016988469229373904
100132,Elizabeth Smith,esmith50h,12345_9,3971.91,0.005832792874454045
100133,Jason Hudson,jhudson62n,12345_5,4012.32,0.011759724936593517
100134,Dr. James Washington,djames50.,12345_3,7817.88,0.01627958009794518
100135,Angela Reeves,areeves60a,12345_6,4464.44,0.010029377918585207
100136,Daniel Mclaughlin,dmclaughlin100l,12345_6,4333.06,0.00978089832229143
100137,Luis Murphy,lmurphy61s,12345_4,4559.15,0.00438167780700883
100138,Christopher Solomon,csolomon72r,12345_11,4672.13,0.004526428223806571
100139,Haley Payne,hpayne52y,12345_5,5990.6,0.004952308323338563
100140,Mary Martinez,mmartinez81y,12345_4,5636.2,0.011097074635519991
100141,Tony Morris,tmorris61y,12345_4,5081.76,0.013570784510707444
100142,Heather Rowe,hrowe41r,12345_7,6002.87,0.013637210099156267
100143,Timothy Chase,tchase51y,12345_7,6842.52,0.0013525407941195077
100144,Erica Booth,ebooth52a,12345_5,4709.25,0.007589992743605725
100145,Marissa Brady,mbrady51a,12345_7,8783.64,0.003500408693820016
100146,Kathryn Camacho,kcamacho71n,12345_7,5239.46,0.013924314582702909
100147,Lisa Harrison,lharrison81a,12345_4,5174.08,0.007304183111212841
100148,Vincent Barnett,vbarnett71t,12345_7,5224.44,0.012938131459109492
100149,Dawn Ali,dali31n,12345_4,4351.56,0.010427338951247051
100150,Jennifer Moore,jmoore52r,12345_8,6309.36,0.010685282418794736
100151,Robert Morris,rmorris60t,12345_6,7728.72,0.017641031110027953
100152,Gregory Smith,gsmith51y,12345_7,2769.19,0.00567641660217616
100153,Kevin Daniels,kdaniels72n,12345_5,5082.88,0.01002391652658234
100154,Joshua Jones,jjones50a,12345_6,7355.14,0.007400085738870903
100155,Manuel Nelson,mnelson60l,12345_6,5618.7,0.006130743490394532
100156,Kimberly Brennan,kbrennan72y,12345_8,5093.62,0.004400820045442444
100157,Hailey Navarro,hnavarro70y,12345_6,3576.76,0.006979191140932972
100158,Jennifer Rice,jrice42r,12345_8,3085.62,0.0014459320378465512
100159,Glenn Smith,gsmith52n,12345_5,5038.18,0.01827174875463848
100160,Diana Harris,dharris62a,12345_5,5461.85,0.0019440036933688766
100161,Crystal Jones,cjones51l,12345_7,4014.6,0.01607217517187749
100162,Scott Thomas,sthomas62t,12345_5,6652.49,0.005975938216690793
100163,James Gardner,jgardner72s,12345_5,4009.34,0.016111889727271757
100164,Emily Gray,egray42y,12345_5,7931.28,0.003689092000278567
100165,Mr. Adam Klein,madam40.,12345_3,7465.26,0.013351060279242101
100166,Paul Thomas,pthomas61l,12345_4,5310.06,0.017065980720861563
100167,Jasmine Harris,jharris61e,12345_7,6255.88,0.00401664679043239
100168,Samantha Lopez,slopez52a,12345_8,7265.13,0.004115488690491167
100169,Leslie Smith,lsmith50e,12345_6,4534.23,0.005370756215340756
100170,Jenny Fields,jfields62y,12345_5,4885.85,0.0017633231594252963
100171,Erin Long,elong41n,12345_4,4184.48,0.008692025109757045
100172,Stephanie Peck,speck40e,12345_9,5892.75,0.0108918910836827
